timestamp,elapsed,locust_users,locust_requests_per_second,locust_response_time_avg,locust_failure_rate,throughput,response_time_avg,throughput_task1,response_time_task1,cpu_usage_task1,throughput_task2,response_time_task2,cpu_usage_task2,task1_replicas,task2_replicas
1763291172.5357819,1.6689300537109375e-06,1.0,1.0,155.6951670208946,0.0,0.0,,0.0,,0.03088534377878948,0.4072111111111112,58.56052953220417,0.01874489363202958,1,1
1763291177.695542,5.159761905670166,1.0,0.6666666666666666,135.77115652151406,0.0,0.0,,0.0,,0.03546379994643811,0.4642033333333333,58.79820978688773,0.014596166666666669,1,1
1763291182.845597,10.309816837310791,1.0,0.6666666666666666,135.77115652151406,0.0,0.26665777807406416,0.1334375,0.26665777807406416,133.4375,0.040020146513122634,0.5274777777777778,59.00018414509587,0.029082126169269917,1,1
1763291187.9842072,15.448426961898804,1.0,0.6,118.70581466196613,0.0,0.26665777807406416,0.1334375,0.26665777807406416,133.4375,0.04195517878950185,0.5904344444444444,59.15690455644819,0.024664725,1,1
1763291192.652309,20.116528749465942,1.0,0.3,114.24797081717236,0.0,0.2666577780740642,0.1334375,0.2666577780740642,133.4375,0.07380023668639053,0.6472555555555555,59.27161394971613,0.03975722289308177,1,1
1763291197.80426,25.268479824066162,1.0,1.0,134.16957111330703,0.0,0.2666577780740642,0.1334375,0.26665777807406416,133.4375,0.07380023668639053,1.4069788888888888,60.26153492379058,0.04673929450369156,1,1
1763291202.949206,30.4134259223938,1.0,1.0,145.82060895981672,0.0,0.26665777807406416,0.1334375,0.26665777807406416,133.4375,0.07609349141657404,1.4,65.2900509739822,0.04552678219771563,1,1
1763291207.616095,35.08031487464905,1.0,0.5,144.27103388767975,0.0,0.26665777807406416,0.1334375,0.26665777807406416,133.4375,0.07458958378075692,1.4,68.70790062500001,0.04552678219771563,1,1
1763291212.79202,40.256239891052246,1.0,0.6,164.88645997315902,0.0,0.7000000000000002,0.17615,0.7,176.15,0.07577170255583048,1.4,68.97625000000001,0.04831176364433215,1,1
1763291217.9425101,45.40672993659973,1.0,0.5,164.42898627031934,0.0,0.7,0.17615,0.7,176.15,0.06803063394457076,1.4,68.97625000000001,0.03829418525333642,1,1
1763291222.5884511,50.05267095565796,1.0,0.5,162.53926878255842,0.0,0.7,0.17615,0.7,176.15,0.08609172514065364,1.4,68.97625000000001,0.0550691726184955,1,1
1763291227.7324429,55.19666266441345,1.0,0.9,162.35845643890704,0.0,1.3966666666666665,0.1704635536065126,1.3968066666666665,170.46708699635312,0.0669284983346381,1.4666666666666668,87.03804756944444,0.0550691726184955,1,1
1763291232.8987079,60.36292767524719,1.0,0.7,174.79284826355675,0.0,1.4,0.1713827652313137,1.4,171.38531722627124,0.06366632053946336,1.5333333333333334,110.48493537735848,0.08053269928424354,1,1
1763291237.539037,65.00325679779053,1.0,0.6,168.9722492378585,0.0,1.4,0.17689083958333335,1.4,176.91797937500002,0.05734660837662799,1.5333333333333332,113.4622641509434,0.08053269928424354,1,1
1763291242.688436,70.15265583992004,1.0,0.8,180.03088628085186,0.0,1.4666922230741024,0.17928551921459068,1.4666922230741024,179.2855192145907,0.07822439307908974,1.5333333333333332,113.4622641509434,0.06613926890272466,1,1
1763291247.8346019,75.29882168769836,1.0,1.0,184.1889809761828,0.0,1.4666922230741024,0.1792855192145907,1.4666922230741024,179.2855192145907,0.07633115838136759,1.5333333333333332,113.4622641509434,0.07472202131008802,1,1
